Domestic Overnight Trips
"Nights (000), Calendar year and Month returned from trip by Stopover state/region/SA2"
Counting: Nights (000)
,,,AAA,AAB,ABA,ABB,ACA,ADA,ADB,ADC,ADD,AEA,AEB,AEC,AED,AFA,BAA,BAB,BAC,BBA,BCA,BCB,BCC,BDA,BDB,BDC,BDD,BDE,BDF,BEA,BEB,BEC,BED,BEE,BEF,BEG,BEH,CAA,CAB,CAC,CBA,CBB,CBC,CBD,CCA,CCB,CCC,CDA,CDB,DAA,DAB,DAC,DBA,DBB,DBC,DCA,DCB,DCC,DCD,DDA,DDB,EAA,EAB,EAC,EBA,ECA,FAA,FBA,FBB,FCA,FCB,GAA,GAB,GAC,GBA,GBB,GBC,GBD
,,April,1825.5692260000001,402.95264539999999,844.67487749999998,1941.1858870000001,1333.818755,153.06387340000001,243.09613210000001,260.8717082,553.53256590000001,552.57976169999995,527.06292689999998,101.8124461,172.61137220000001,699.08590130000005,1747.829868,265.63899650000002,182.80829109999999,22.907937799999999,275.9001078,356.21826069999997,150.3138836,250.37886610000001,154.09845429999999,295.04282419999998,87.593647799999999,71.250105700000006,18.475094200000001,193.97839210000001,14.2124997,489.76744939999998,192.23212380000001,77.496146199999998,162.31046760000001,76.360970699999996,35.681949899999999,1530.3291670000001,1186.141269,1187.933182,471.39402990000002,280.14075659999997,199.02735609999999,252.7470582,161.10914159999999,502.25686339999999,401.05305750000002,228.0504359,181.51216410000001,802.26293480000004,53.163437600000002,10.7782809,171.31078539999999,173.91435770000001,48.295712399999999,66.513250200000002,128.736253,44.526586600000002,165.29674679999999,82.993810199999999,121.833761,1199.393718,419.38283339999998,761.60921740000003,127.2682028,283.60027259999998,337.50461619999999,87.235488399999994,194.99464380000001,186.31658669999999,31.7975329,162.95651459999999,17.442374099999999,9.6886139,2.7792568000000002,58.193109100000001,78.746837299999996,9.3094946000000007
,,May,1500.9288899999999,197.85916929999999,694.40186670000003,745.7978114,556.29678620000004,138.2169317,242.2181224,153.88007450000001,117.5879127,421.06452739999997,217.8494297,105.76028820000001,160.57449579999999,332.50343509999999,1262.515093,132.5602442,174.5379422,35.131360399999998,140.2953693,154.4732592,59.905773600000003,102.2768068,68.663249800000003,219.0050081,50.543983599999997,35.166631199999998,19.175458599999999,107.0050916,20.291407199999998,236.64755550000001,131.79937810000001,22.952084299999999,62.771414200000002,36.636431000000002,57.378511799999998,1195.3203880000001,1233.6543099999999,601.94272880000005,351.34122539999998,99.587823599999993,179.82469510000001,222.66492479999999,178.26884609999999,227.8616356,722.96204160000002,303.06074869999998,116.71579920000001,518.03706869999996,54.189121100000001,18.504913299999998,73.891910899999999,67.153530599999996,25.963264599999999,72.395405800000006,55.109377700000003,52.607506700000002,111.6108493,33.8557171,60.229421600000002,783.33527509999999,203.07600790000001,361.3666182,356.18241419999998,109.2720697,299.57659640000003,45.178566199999999,135.99638229999999,83.689100699999997,26.895892199999999,648.9536597,71.169018399999999,36.9983486,9.7084661000000008,15.0446925,48.423288900000003,18.970570200000001
,,June,1584.5071519999999,198.26535190000001,571.69620250000003,840.78631499999995,532.12770290000003,145.03752890000001,174.84146749999999,224.1107781,92.697452999999996,464.14798719999999,328.70008309999997,167.65118179999999,115.0080859,303.72207429999997,1478.3208549999999,149.38270159999999,108.8087804,28.566494599999999,94.876669699999994,193.93140959999999,81.109373599999998,124.7270042,139.7721057,179.5573675,90.182224500000004,46.557612499999998,12.448221800000001,85.598832900000005,9.4173252000000005,230.77651850000001,174.1315218,53.2879729,137.554948,63.851913500000002,45.203361600000001,1189.1397919999999,1439.7349019999999,869.45311189999995,404.6056552,104.5311279,108.3597948,138.9909437,119.0839263,289.07430879999998,582.36842049999996,224.98201829999999,239.01804849999999,545.558943,57.650836200000001,18.671693000000001,98.915161499999996,120.3684769,16.1385924,64.731555200000003,173.28961820000001,11.838259300000001,169.7438607,106.32777470000001,97.856788399999999,1032.395186,432.78099229999998,1219.8772200000001,366.60505080000001,284.39392270000002,472.48169969999998,51.630549899999998,188.72990780000001,61.112549399999999,25.7027587,565.56877399999996,66.579243399999996,50.4099778,9.9556763000000004,55.490707499999999,146.3905192,40.954273399999998
,,July,1999.2838019999999,220.14487560000001,587.55130250000002,1038.396491,684.74882700000001,379.10363890000002,122.85756619999999,244.62289989999999,191.16214210000001,465.01128779999999,372.6266048,299.52607870000003,147.88561419999999,564.46396530000004,1516.217813,134.52178950000001,175.13774799999999,90.045272199999999,61.519560800000001,232.89327399999999,54.497878999999998,129.72816610000001,125.40633320000001,314.6050985,52.143283400000001,35.524624699999997,16.863609400000001,191.54911240000001,9.8307825999999991,326.07227449999999,184.3062548,40.6056715,55.697815400000003,24.761767800000001,31.061518100000001,1484.245709,1604.1567030000001,947.37412830000005,533.81549889999997,143.94696949999999,344.32662149999999,208.5446264,259.13777240000002,755.16540129999998,828.15577829999995,299.16447390000002,304.7666542,683.32671970000001,56.6440628,9.3210724000000003,122.93868380000001,161.2879289,33.855416099999999,65.193214400000002,93.625214,31.679241300000001,190.17986189999999,99.8371317,61.960236999999999,742.11052299999994,257.77241240000001,519.86900539999999,537.77999179999995,446.12097610000001,262.703506,44.911671400000003,128.19723730000001,68.269736699999996,27.239267300000002,445.8642921,116.30804120000001,116.3630393,23.4989563,81.667038300000002,119.33560749999999,3.9917582999999999
,,August,1589.9555740000001,151.67094270000001,495.43773529999999,1013.846148,414.82935209999999,510.26439149999999,152.80883130000001,107.2858092,64.333786900000007,313.87238020000001,204.8673335,60.238578400000002,140.34013139999999,328.38009060000002,1481.833204,120.2563172,118.4178024,47.9391447,68.160444699999999,122.4549949,56.661236899999999,105.31249699999999,38.546778600000003,328.51877780000001,65.656005199999996,8.6693409999999993,12.192572800000001,135.0750615,0,141.54768089999999,57.660636599999997,35.410718699999997,23.374358699999998,38.013696299999999,18.751679599999999,1029.077252,1082.48099,994.73528220000003,394.81619480000001,118.5725657,157.40700430000001,341.89197519999999,111.5375998,401.49386029999999,1050.0070430000001,321.65571799999998,122.34615700000001,515.11951759999999,2.7819379,13.764515400000001,71.042367100000007,50.127174400000001,18.037904399999999,17.691002099999999,56.608430400000003,21.741817600000001,150.87603390000001,119.9043466,53.820938900000002,1022.040721,709.98994170000003,599.7613758,1030.756007,448.99887439999998,95.0543938,15.558360499999999,63.8423856,85.022159200000004,4.1783663999999998,548.99136410000006,89.465447999999995,113.31859609999999,24.3745881,42.585794700000001,57.594239700000003,34.267314300000002
,,September,1194.455888,247.03184630000001,932.70724210000003,1138.963726,472.3381,211.38322020000001,182.9061423,225.88558950000001,162.0885633,370.70664699999998,183.77559429999999,142.45821760000001,120.8472642,370.36997200000002,1699.5451330000001,77.374094499999998,203.26606390000001,17.142140699999999,74.493585999999993,154.6322964,146.54540180000001,152.6118779,61.585208700000003,222.46160850000001,39.133077700000001,27.321454500000002,38.6759749,170.17211030000001,10.870122800000001,287.35919130000002,62.073711899999999,42.238305500000003,90.219346799999997,99.963548599999996,21.437694499999999,1455.033938,1516.6577629999999,1139.7131340000001,667.2557008,179.0824605,159.00796980000001,348.98271570000003,724.48559780000005,425.30021240000002,1251.4712400000001,485.37838190000002,355.05090419999999,734.5828702,27.3289197,36.995712699999999,62.221408500000003,93.393309799999997,22.436495499999999,36.933809599999996,49.2478683,23.7547566,208.425524,91.677719600000003,58.292940700000003,774.41434909999998,477.8427484,290.94011510000001,890.87228879999998,260.06251049999997,294.02074349999998,19.532681,77.022497400000006,52.713605700000002,22.822348399999999,412.6172315,65.0998898,151.38550499999999,5.9859722,41.802286299999999,95.019719800000004,21.309805099999998
,,October,2649.8011289999999,417.02506529999999,627.94312309999998,1710.9199840000001,689.67427580000003,154.23792589999999,160.48562219999999,257.31513769999998,332.54415490000002,646.00627280000003,412.62349879999999,96.512170600000005,133.41449220000001,557.28930990000003,1919.005044,267.04603509999998,155.95121159999999,60.920739699999999,143.37018979999999,206.8518819,189.0840571,198.384311,72.741897300000005,198.53699499999999,71.172237699999997,54.078661699999998,36.647387199999997,254.29444620000001,72.124936500000004,442.5218802,86.312281200000001,41.051382599999997,71.395894999999996,50.076938400000003,27.5684577,1695.6033130000001,1307.0320160000001,1200.200476,382.61980469999997,240.7148143,457.00444060000001,171.20471839999999,191.7189711,242.4788594,940.74660689999996,362.0575149,191.24294889999999,745.60773570000003,56.631535900000003,15.2926109,135.0596783,104.44383860000001,14.3708139,87.807887300000004,68.690897500000005,20.7934567,289.28620280000001,125.199367,137.1413848,1189.7052679999999,493.29079259999997,542.1662771,783.01068940000005,378.80026400000003,499.05761589999997,75.263129199999995,162.2952267,76.901269900000003,49.8858149,344.03569399999998,124.7065286,37.806715699999998,15.3260389,37.0057306,98.145086000000006,57.817575499999997
,,November,1658.571216,213.1687254,590.29164290000006,1341.75017,496.22849509999998,83.352999299999993,207.42712710000001,234.51994909999999,84.7147614,370.84166299999998,172.1082222,39.214151600000001,78.600560700000003,438.3698483,1597.9126699999999,191.15384449999999,186.26338569999999,48.104666600000002,88.647478899999996,200.4234888,175.2880533,162.08503150000001,46.168814300000001,166.02466770000001,56.480540900000001,40.2746931,65.894524799999999,199.8005339,7.1119744000000003,266.11279719999999,122.4617137,28.853515699999999,76.3236062,58.243721700000002,33.175250499999997,1363.71056,987.62605499999995,823.09399129999997,261.68185249999999,122.7675184,43.156646500000001,114.0775196,181.1810973,249.59882859999999,705.03760820000002,237.9517644,189.415852,677.74546799999996,60.165743300000003,45.207394800000003,68.407982099999998,123.9303329,24.499252200000001,26.920503499999999,49.685871800000001,18.984273099999999,182.68786069999999,109.3484445,95.829982799999996,883.88036490000002,169.23419390000001,530.39714919999994,165.54875050000001,270.84073119999999,320.26274690000002,67.070417899999995,198.99189799999999,193.47011889999999,62.6004261,177.93940480000001,151.95162980000001,42.8502413,1.2306519,18.498285500000001,107.12004659999999,12.080249
,,December,1535.231442,329.69612230000001,729.92286420000005,1495.039497,937.68634780000002,93.763795500000001,157.97198969999999,165.0770814,325.56807400000002,311.99434029999998,260.33347259999999,61.9310902,81.928278800000001,348.45017780000001,1676.036067,281.91855320000002,180.0114107,42.809836699999998,77.162866800000003,213.08510329999999,130.97640050000001,129.68883460000001,135.3601749,238.53078819999999,118.0108206,4.7334928999999999,33.0261475,84.866807499999993,28.1209545,417.75036770000003,129.2456612,79.925832700000001,115.8155052,63.394571999999997,49.577986899999999,1136.1826450000001,1354.7338299999999,953.96410049999997,327.3233275,208.2216722,114.2430215,207.3140386,65.772052200000005,306.12089909999997,381.92304050000001,337.16784319999999,240.93157360000001,507.17430660000002,74.900929000000005,26.764587299999999,148.01028909999999,135.7036057,24.8322857,67.244324199999994,69.002777600000002,17.327526899999999,94.977253099999999,46.4856081,159.74244329999999,953.7127911,121.0967935,448.2028785,603.52197899999999,125.7964861,391.06826059999997,83.810986200000002,158.4019308,92.323918000000006,32.917724300000003,35.900286000000001,26.549980999999999,21.044528,9.4551628000000001,45.951239100000002,86.486648799999998,9.1487195000000003
,2008,January,3151.7748339999998,1047.4165410000001,1344.7437379999999,3603.0081770000002,3136.7950989999999,147.19594559999999,287.17308880000002,457.37575980000003,250.4304472,509.13392249999998,563.73212100000001,151.04787250000001,121.48680969999999,641.79823539999995,2522.31034,1529.1650770000001,617.81241060000002,57.901496299999998,533.68871160000003,512.61271950000003,1026.3625360000001,366.4949201,130.42008989999999,415.75456359999998,96.543982,60.370074199999998,5.7547971999999996,136.5860361,2.3681494999999999,1270.779585,342.41971890000002,81.355377200000007,109.7710854,95.626301799999993,147.0577265,2032.2313260000001,1936.668271,3342.3168730000002,343.61077540000002,551.33691669999996,408.5982717,346.08096890000002,266.60785620000001,169.012922,772.07075239999995,426.5542107,60.227456599999996,1337.7539469999999,31.931235099999999,22.5802689,256.28184720000002,509.76339810000002,57.410419900000001,75.910808799999998,120.2846151,24.566713199999999,103.06223540000001,291.42086810000001,535.31471150000004,1502.264956,310.86961170000001,1207.199824,134.00341639999999,292.76919220000002,509.1657161,304.71192070000001,324.1243336,223.78529570000001,32.415847300000003,96.935612599999999,10.8129551,22.539611600000001,13.0574131,127.45407950000001,52.636522599999999,0
,,February,1405.331594,226.0985096,579.41521499999999,1196.096074,948.26835800000003,86.479383299999995,137.26380739999999,194.48218610000001,99.543867599999999,318.63196590000001,309.37238839999998,24.618618999999999,110.890771,287.56425400000001,1303.302858,213.93869810000001,429.02557819999998,10.8963474,131.2526368,221.74327700000001,148.52480650000001,167.30922630000001,45.549405899999996,120.7573962,130.43366689999999,51.400945700000001,13.6878805,60.881056800000003,17.6645769,351.16862830000002,158.76911949999999,47.091827899999998,43.408940600000001,19.8428498,32.3368757,1068.100672,1170.19029,893.21278930000005,214.82069680000001,71.951112300000005,147.3884027,147.8597469,134.89533599999999,113.890991,246.25404040000001,252.99692540000001,81.014295599999997,544.95608779999998,14.186199200000001,4.438453,54.291357599999998,116.1255352,11.516384800000001,41.5870617,52.321946400000002,12.7370328,61.003648699999999,53.831507199999997,159.45807579999999,687.81825270000002,69.046000800000002,550.74653090000004,206.5766477,112.4128575,405.30952280000002,102.0832082,208.01220699999999,139.2785111,51.960681600000001,127.92034390000001,8.8611918000000003,32.2770388,1.0747906,33.318974599999997,30.994571499999999,1.2113062000000001
,,March,1695.0780119999999,340.56980879999998,874.63589400000001,1261.8059539999999,972.93154079999999,282.05310739999999,183.10963760000001,232.91301619999999,127.8506756,555.99614810000003,372.63805020000001,95.451521499999998,149.4558557,541.00934810000001,1390.378721,396.66659249999998,156.8635294,52.106096299999997,282.26641649999999,312.93604920000001,231.71723919999999,316.45613530000003,209.772594,255.3036281,69.645331499999998,42.4626454,37.641599599999999,218.2765512,23.1335658,677.70585589999996,148.0248382,79.3685148,122.036497,97.974134500000005,37.944028099999997,1223.1644659999999,1034.320062,826.93914500000005,155.51492640000001,94.132308600000002,112.6338456,438.99776439999999,247.28388699999999,151.82522729999999,576.85872659999995,456.92924870000002,403.86465920000001,527.01193209999997,35.993614899999997,6.9717000000000002,160.4642594,187.46121669999999,26.9412269,67.248862000000003,111.7527487,41.363149800000002,109.59191629999999,227.5870683,117.3433541,954.51793559999999,185.49490739999999,886.90287880000005,138.64273879999999,255.85103620000001,372.31354859999999,134.22914560000001,401.862506,252.1071298,68.793963700000006,155.043037,18.654337200000001,33.223687300000002,2.8006574,25.337496999999999,16.982416499999999,4.3162177000000002
,,April,1924.078994,279.08531640000001,684.72474460000001,1185.3159800000001,1201.3298139999999,116.62182749999999,199.1577772,349.4828632,185.46569020000001,334.33083169999998,267.32355030000002,48.975163799999997,164.42637049999999,426.61420700000002,1476.7130729999999,240.341295,148.14131019999999,81.545729300000005,133.76106139999999,180.73383179999999,123.6023521,223.5147547,66.384000499999999,284.03735710000001,94.655995399999995,38.450358399999999,22.705827299999999,139.3551928,17.895691500000002,266.55214760000001,106.9305109,107.8211101,100.09321389999999,55.529679399999999,33.599851399999999,1184.806705,982.26690059999999,974.31348400000002,237.04240770000001,73.966503299999999,193.64614660000001,133.59232639999999,140.45673339999999,222.61917009999999,567.05337129999998,297.65969150000001,213.88722580000001,662.45979829999999,19.8756068,6.4359687000000001,85.899894599999996,152.88010879999999,33.923662999999998,33.426901000000001,61.475267799999997,39.092316099999998,252.25399469999999,182.55742129999999,132.0327082,763.21185249999996,279.16245939999999,576.64238130000001,241.8081086,186.02881590000001,343.21979320000003,373.27840730000003,220.49022769999999,128.57458080000001,78.811177299999997,156.25035740000001,39.436355900000002,140.85484199999999,16.473976,23.631449400000001,39.694332199999998,5.7234786
,,May,1512.03799,140.73296640000001,648.67346610000004,1142.0776490000001,479.78954329999999,103.63803559999999,94.012533399999995,151.69433989999999,118.12741750000001,484.94440600000001,419.18231209999999,216.49480320000001,126.28115320000001,473.90806020000002,1359.046057,459.10104539999998,119.3321097,44.840148800000001,161.6943109,269.00113709999999,45.780166600000001,117.7760129,42.850687800000003,269.06254289999998,109.3369112,39.048510100000001,5.6373481999999999,132.39152240000001,4.9623786000000001,281.85282549999999,95.645694899999995,48.242536600000001,76.103967400000002,36.679364900000003,19.046610699999999,1001.862481,1045.3622190000001,767.08179889999997,237.61207350000001,153.54595,105.5340648,288.43148719999999,202.25243090000001,186.0494716,435.71871929999998,430.03993320000001,305.97457200000002,600.53797529999997,44.474046700000002,26.9482663,76.378631900000002,98.061254000000005,16.704967,52.2684718,41.686608399999997,16.818188800000001,173.94906069999999,95.354061200000004,99.850070700000003,938.84378979999997,255.25767830000001,299.72835950000001,288.70040139999998,135.3654047,182.99974159999999,26.950354900000001,89.014827400000001,76.430046899999994,22.600088499999998,180.4705749,30.678881700000002,89.356628299999997,26.256125699999998,35.057144600000001,101.0325837,90.923564400000004
,,June,1597.8864679999999,162.88210989999999,444.03212100000002,1064.7925319999999,544.6078837,83.544713000000002,181.89178229999999,207.45435889999999,170.44370369999999,305.01843409999998,231.50063309999999,195.3816813,150.6354819,294.60873290000001,1378.9803199999999,109.6554867,159.4927773,54.996747399999997,55.135385200000002,174.14868619999999,49.510586699999998,200.7790565,102.71079520000001,143.6342588,197.0645586,24.059022200000001,14.3530832,87.513782399999997,26.861421199999999,224.7823559,108.31588429999999,93.283860799999999,107.05284810000001,32.914084799999998,50.323916799999999,1202.639705,935.29373959999998,572.60068309999997,283.88516390000001,167.1907966,113.47915329999999,293.1217575,230.06078840000001,356.89112660000001,583.08491990000005,150.48712839999999,208.60414789999999,484.06641430000002,25.3250469,29.359202499999999,95.4021118,87.377486500000003,19.918779300000001,20.802644699999998,38.866396100000003,42.786997999999997,81.614814199999998,82.797137199999995,86.224044000000006,691.7991356,254.80418399999999,369.97272659999999,475.3101782,156.1239344,210.6631094,33.0790164,211.40819210000001,61.972932800000002,15.456574700000001,346.92490149999998,50.393628200000002,140.896423,11.6247705,65.469215500000004,119.1060665,31.215547099999998
,,July,1981.1282739999999,186.5211099,578.3825392,1323.7420709999999,549.99102579999999,410.43081599999999,242.7877465,97.090925299999995,103.6917107,400.56182699999999,290.9929363,67.241224399999993,193.16617289999999,439.8605293,1674.428909,109.0103148,178.72766709999999,58.200987900000001,58.2727985,111.37741200000001,35.213276999999998,95.602716099999995,65.575336500000006,356.53579180000003,51.495240799999998,27.1055454,21.4489637,177.5454575,21.898858300000001,207.46315730000001,148.9130294,86.9972736,123.3646499,96.576441200000005,45.502671900000003,924.67245960000002,1367.7590499999999,805.49535920000005,284.17412560000002,192.968052,422.74703640000001,183.04332009999999,139.7762927,455.86853389999999,1004.681554,378.01018090000002,503.13558410000002,647.45999689999996,32.772856900000001,29.5658596,88.617127400000001,90.545262699999995,6.5076919000000002,19.299695,51.560916499999998,16.942464300000001,222.1644727,87.672206700000004,84.611109999999996,986.49622090000003,501.40815400000002,416.19910870000001,811.85803250000004,176.65833739999999,288.75667520000002,25.587964299999999,41.218776099999999,75.985372799999993,14.614193800000001,542.85271049999994,172.58944109999999,277.00788999999997,40.162010100000003,146.7196462,212.0482203,12.2703761
,,August,1694.866945,198.50889029999999,475.59797630000003,830.81790569999998,669.13546570000005,544.80922999999996,141.17416499999999,127.3906252,107.1842468,480.58443169999998,309.117052,155.8344582,129.7175393,464.56892360000001,1940.892472,170.794399,47.3035031,42.377696200000003,101.856145,88.452410499999999,37.272116799999999,99.110006999999996,78.176275399999994,340.96246400000001,67.492724699999997,16.775506799999999,37.756912499999999,208.42301950000001,7.7389390000000002,201.9381516,86.405123700000004,43.028535900000001,155.08822499999999,25.122966699999999,17.337313300000002,1517.992612,1146.419306,1114.412568,353.01616150000001,341.42577069999999,212.34609130000001,686.28198450000002,249.0327446,256.8793427,1124.476087,236.8331488,344.15309769999999,510.17626530000001,67.600248800000003,18.339625000000002,22.033208200000001,96.607192699999999,63.694629499999998,43.998725700000001,64.248353699999996,11.0363656,212.53578340000001,60.4176188,54.429902200000001,925.03664960000003,351.03164149999998,338.6643603,812.51532139999995,189.54920279999999,159.65834950000001,21.883673300000002,134.5136479,34.472686500000002,27.044473700000001,449.86173589999999,86.9894836,135.50322700000001,22.423809599999998,32.543410700000003,148.3298896,69.901136199999996
,,September,1587.169993,238.5687485,554.15736159999994,914.63757859999998,469.48104239999998,147.95898539999999,190.6995321,149.2090958,166.8070927,364.18259590000002,188.1017549,87.281279499999997,105.91184749999999,437.0441328,1426.8690799999999,206.04007780000001,106.7931694,15.0520095,129.18897369999999,143.5806206,143.4831341,133.16101750000001,85.412086099999996,268.09527750000001,64.225505900000002,58.329725799999999,27.019108899999999,139.80374570000001,19.3892034,190.5035594,97.408410099999998,20.792569199999999,61.900711100000002,19.069547199999999,65.3874864,970.10961669999995,1245.511933,875.04370059999997,438.25263819999998,124.3336515,220.227653,173.07122380000001,179.2981805,277.28607979999998,688.24701800000003,304.89512889999997,140.14575550000001,588.33097969999994,27.873532999999998,27.2330854,86.616401400000001,67.7322858,13.6278165,25.810346599999999,41.9736574,28.2410715,190.47780270000001,110.32034760000001,74.211310299999994,1101.7592520000001,543.19357609999997,432.68104549999998,341.30872720000002,285.99434839999998,274.79927959999998,35.068179800000003,88.763520200000002,60.509256899999997,13.068795700000001,337.6371613,98.295935999999998,69.502624600000004,4.4210171000000003,39.227719499999999,81.062200799999999,3.2831499000000002
,,October,1522.359987,244.0287433,787.34081809999998,1690.188541,919.87184790000003,97.2715022,228.235051,162.93157220000001,178.34556559999999,593.08365300000003,342.5706955,297.09958490000002,167.79851909999999,498.5223962,1640.8500730000001,175.85679339999999,142.8519685,44.246558899999997,80.513420199999999,135.3085614,273.96868210000002,156.1409883,82.483579300000002,157.1896217,62.965553200000002,53.686820500000003,4.0368535000000003,220.53645280000001,26.790247099999998,240.43095790000001,96.544576599999999,31.016175199999999,92.434075300000003,61.586393800000003,16.850718199999999,1215.18667,1567.7043369999999,754.37762780000003,195.8519009,187.6318244,290.09047959999998,303.117234,320.52604509999998,339.21334469999999,780.27358760000004,191.35135389999999,94.876553599999994,763.55883210000002,42.811738099999999,41.278365899999997,109.17262959999999,101.9234934,46.146622600000001,33.857456900000003,84.062959000000006,31.319730700000001,252.46558659999999,140.92851089999999,265.20870129999997,1148.3145360000001,232.89929470000001,466.48599819999998,249.9115941,225.62027599999999,165.77140840000001,19.227758999999999,125.7566095,31.753586899999998,4.4572726999999999,250.95356380000001,63.968649800000001,37.151671800000003,9.5118100000000005,28.672481900000001,200.03514379999999,6.8003231
,,November,1556.1823670000001,265.59574350000003,590.69280860000003,1244.1366069999999,842.65151939999998,115.24297230000001,195.88320200000001,182.9406443,114.90187299999999,322.74712140000003,169.9993058,74.449352000000005,92.156917899999996,401.32988189999998,1952.0415740000001,300.21246129999997,189.8550769,56.2082403,216.26264330000001,242.73691959999999,151.51916879999999,159.03536740000001,139.64024939999999,303.06230199999999,93.508517999999995,82.080361699999997,50.961515599999998,187.50996119999999,5.2158726,306.14151959999998,107.76112569999999,15.0678599,61.620521799999999,117.4021985,61.302860299999999,1382.446445,1539.4757629999999,857.76943410000001,262.62264879999998,84.447373999999996,308.1685708,103.5161561,228.09826709999999,275.5088164,581.08888539999998,162.7309794,81.645261700000006,519.39579930000002,8.8381527000000002,20.732023000000002,169.2859479,199.12034070000001,8.6373312999999996,92.5313649,35.797860900000003,35.961752799999999,190.52878050000001,116.6774774,91.070015600000005,793.75890549999997,271.33573330000002,436.73641570000001,208.08563820000001,294.79411929999998,290.60136569999997,66.360970499999993,154.17380779999999,63.413391699999998,29.9339282,189.673158,70.649975699999999,32.2917433,13.7752328,83.971800099999996,67.986346400000002,3.6770279000000001
,,December,1635.791727,282.33990720000003,551.42710299999999,1199.3877669999999,788.52280949999999,206.46350100000001,244.2499684,675.37199940000005,166.01273689999999,300.97988839999999,285.07631570000001,134.75387520000001,112.0118507,402.93635920000003,1495.663466,245.0823043,182.94737710000001,87.548984399999995,94.868813399999993,243.97338099999999,153.82999100000001,128.279628,77.315769799999998,154.84172290000001,80.549945100000002,36.512384599999997,6.5975871000000001,66.088048499999999,5.7647567000000004,270.15948059999999,82.3937411,30.1314688,54.481946800000003,35.274186,41.941510999999998,1148.804333,1459.8409220000001,699.30189680000001,224.31587400000001,147.291235,240.90163029999999,248.89117659999999,99.307182800000007,259.33412340000001,328.67949909999999,329.37522869999998,200.2107269,744.17953620000003,28.1413604,23.093411100000001,77.014144200000004,127.964313,58.455833800000001,59.258531099999999,85.266921300000007,9.0765431000000003,107.54683180000001,90.416309299999995,116.93420159999999,681.82048010000005,239.2919052,403.83769599999999,184.73794290000001,99.431697400000004,389.51575320000001,50.0347401,186.4414979,85.178516599999995,17.083673999999998,38.130757199999998,15.9651443,5.4749448000000003,0,1.0273137999999999,16.095417099999999,1.0502254
,2009,January,2814.2519790000001,974.2280313,1084.782044,3828.965256,2897.1760169999998,389.33096710000001,236.6977162,392.39386159999998,121.3554635,560.81041630000004,687.24316280000005,108.6653506,87.666280999999998,397.88606340000001,2038.7700520000001,1058.0097720000001,675.15161350000005,74.128056299999997,370.3591874,349.97387029999999,683.06866339999999,570.15308640000001,73.169043099999996,699.80689389999998,131.7709073,105.9070912,69.170265499999999,231.42351379999999,21.533359399999998,1285.9723779999999,148.7489243,53.659462099999999,113.8241763,106.27596490000001,115.729944,1898.0432860000001,2125.4185659999998,2002.3858949999999,583.31603659999996,192.7778069,726.31098450000002,282.02920390000003,61.591249300000001,269.60614349999997,666.5443262,448.02256510000001,40.285137400000004,965.91981150000004,80.9499651,37.930547799999999,341.90390500000001,220.95070380000001,115.3517844,116.30616070000001,104.3512795,22.704324199999999,61.241290900000003,278.57738389999997,291.0024085,1417.051377,344.12871760000002,1045.3219999999999,96.743953300000001,422.08672510000002,664.73167960000001,181.17354739999999,305.68621430000002,241.9976667,46.3459839,220.6918167,30.451540099999999,21.418387599999999,15.1691144,19.516704900000001,41.863549499999998,2.6024778999999998
,,February,1271.269421,303.57487850000001,360.5009617,1170.9760980000001,679.91740560000005,42.057014700000003,125.6623688,129.51085649999999,132.9230542,171.9450405,192.2587279,49.739333000000002,61.606916200000001,304.07881159999999,1502.796317,303.41909670000001,103.0525844,47.652307999999998,78.431816400000002,128.3170155,92.748658500000005,168.48389710000001,58.427070399999998,65.555050699999995,57.047756100000001,4.9610380000000003,9.5290549000000002,89.766014200000001,4.7092711999999999,264.74362780000001,63.481604099999998,15.1927874,54.712398200000003,38.312836400000002,37.549740200000002,760.85430599999995,845.03094859999999,544.05673469999999,97.227974700000004,181.50484019999999,103.909297,79.777987899999999,55.999080800000002,130.64759290000001,212.63801789999999,384.2866654,78.721529200000006,500.25491319999998,37.310755299999997,17.2006035,58.779246399999998,83.205604800000003,120.3115547,18.889023399999999,40.653526100000001,6.9801174000000001,216.68980060000001,169.8594296,88.339085499999996,642.07187139999996,86.932070899999999,514.22340970000005,142.54987030000001,146.09346360000001,394.42096629999998,104.8421913,164.7268594,147.2130128,63.866841899999997,74.620963099999997,54.596691399999997,13.8895974,0.96805260000000004,3.0393884999999998,6.3472982,28.629083099999999
