"Mbb1","Mbb2","MCh1","MCh2","VSAg","VSAng","VSEg","VSEng","PD:J-M(I","PD:A-J(I","PD:J-M(D","PD:A-J(D","FECa","FECt","Dffr","Dhge","GL(E","GL(O","BSNS","BSES","KEs1","KEs2","KEf1","KEf2","ERSF","ERGM","S:17t1","S:18t1","F:hi","F:ci","R2as","R2:t","Bll1","B2()","E:ff","E:vf"
-2.4527728,3.9619208,-1.5868711,4.2103866,247.88998,514.79422,262.19143,296.90536,132,105,990,1526,-4.3596,53.151,2.0585045,-11.513963,17379,7425,-0.2623,0.0611,-727,-470,-782,-708,0.15604276,1.698,12,17.9,-1.1747,1.0725,0.91396221,1.5643964,-0.077,0.021,-0.97764735,-0.81075392
-2.3117318,3.7873953,-1.2942751,3.8988881,250.85433,449.74603,291.04119,296.98551,131,132,950,1464,-3.4596,13.151,2.0585045,-11.513963,17372,7422,-0.1426,0.1092,-682,-508,-786,-696,0.15621339,1.6955,12,9.6,0.84167,-0.90421,0.88117671,1.600349,-0.037,0,0.98342985,1.2327732
-2.2052808,3.6464338,-1.11501,3.68358,250.37472,389.10895,293.73589,296.89789,180,208,1041,1027,-3.6596,1.1507,2.0585045,-11.513963,17379,7432,-0.1315,0.1535,-679,-510,-793,-704,0.15606711,1.6975,5.7,6.8,-1.1762,-0.89129,0.90950259,1.5855421,0.022,0,-1.0193724,-0.65887014
-1.970797,3.3835838,-0.87240963,3.3825622,246.74233,305.62428,299.40969,296.71298,206,202,963,950,-3.1596,-12.849,2.0585045,-11.513963,17389,7445,-0.1143,0.1746,-718,-480,-750,-704,0.15442823,1.6755,2.6,8.9,-1.1558,-0.90111,0.87290849,1.635276,0.022,0,-1.005464,1.2603885
-1.6227883,3.0598933,-0.63806084,3.1247027,243.17788,271.35232,350.52612,296.57026,168,193,939,943,-3.6596,-16.849,2.0585045,-11.513963,17392,7456,-0.1568,0.1551,-768,-434,-728,-704,0.15442823,1.6975,0,8.2,0.8701,-0.89292,1.1448112,1.6017416,0.002,-0.001,-0.99155569,-0.7969463
-1.2433933,2.6920018,-0.38104144,2.8576135,243.9964,276.44278,426.07169,350.60125,167,183,881,961,-2.7596,-46.849,2.0585045,-11.513963,17392,7459,-0.1546,0.2488,-813,-412,-844,-700,0.15426147,1.6755,0,11,0.86876,-0.88887,1.1015027,1.4408819,-0.038,0.019,-0.97764735,1.3984646
-0.84265459,2.298555,-0.092275258,2.537075,237.46824,281.99946,469.73673,453.71915,175,162,971,935,0.44039,-44.849,2.0585045,-11.513963,17410,7487,-0.098,0.301,-853,-448,-902,-704,0.15546055,1.678,0,22.2,0.87809,-0.88777,1.0143765,0.99520464,-0.018,0.019,0.9973382,1.1913504
-0.56602016,2.036824,0.11775017,2.3084793,228.93101,281.85504,478.72295,488.38642,194,171,1008,974,-2.1596,-16.849,2.0585045,-11.513963,17421,7511,-0.2009,0.2283,-862,-496,-844,-710,0.1558968,1.6845,12.3,10.1,0.88137,-0.88959,1.0058295,0.54945652,0.021,0.039,1.0251549,-0.70029299
-0.15093452,1.6470361,0.45125421,1.9784137,240.1953,281.88829,478.57632,487.5,158,124,979,1520,-1.2596,-12.849,2.0585045,-11.513963,17430,7514,-0.2011,0.2448,-876,-540,-865,-694,0.15548472,1.6755,13.5,3.2,0.88619,1.0756,0.9640079,0.13803991,-0.139,0.018,-1.005464,1.1913504
0.27829928,1.2594262,0.79900893,1.6807886,263.25393,280.34138,477.83736,488.29621,131,111,988,1559,-2.9596,-36.849,2.0585045,-11.513963,17434,7500,-0.2316,0.2429,-866,-575,-857,-636,0.15491867,1.667,6.7,5.2,-1.1142,1.0732,0.96525914,-0.18051106,0.021,-0.002,1.0112465,1.1637352
0.72595449,0.89380145,1.1598679,1.4088244,360.41111,279.12554,478.63529,487.31124,108,105,934,1518,-3.4596,-42.849,2.0585045,-11.513963,17431,7480,-0.244,0.2583,-888,-604,-836,-686,0.15509888,1.6715,8,2.8,0.88056,-0.89047,0.93601928,-0.43353106,0.021,0.038,-1.005464,1.1637352
1.1985963,0.55617871,1.5226917,1.1194257,472.94557,278.93087,478.02943,486.36416,122,183,954,1558,-2.5596,-18.849,2.0585045,-11.513963,17423,7461,-0.2222,0.262,-906,-629,604,-711,0.15466708,1.666,4.7,5.1,0.87683,1.0788,0.97033092,-0.61602018,0,0.078,-1.005464,-0.83836915
1.5155584,0.34605685,1.7542961,0.8889456,485.8628,278.61752,478.92128,486.35502,143,216,969,1010,-1.5596,-12.849,2.0585045,-11.513963,17409,7450,-0.2048,0.2666,-908,-621,-1528,-726,0.15495468,1.6785,10.5,3,0.88402,-0.89065,0.96271412,-0.74471675,0,0.058,0.9973382,1.205158
1.969329,0.056572604,2.0693187,0.49990746,487.23005,278.08365,477.37428,486.01368,169,187,982,953,-1.5596,-2.8493,2.0585045,-11.513963,17395,7449,-0.1615,0.1808,-858,-629,-6269,-746,0.15512293,1.6875,7.2,0.3,0.89626,-0.88768,0.95027507,-0.8560657,0,-0.003,-1.0193724,1.1223123
2.3954426,-0.20137226,2.3599674,0.10321164,472.84375,277.7636,462.86757,485.60478,151,194,984,975,-2.2596,-6.8493,2.0585045,-11.513963,17387,7443,-0.1472,0.2052,-861,-652,-1798,-720,0.15509888,1.6825,9.2,3.4,-1.1067,1.0848,0.72599033,-0.95594394,-0.001,-0.003,0.9973382,-0.7969463
2.8014295,-0.42706257,2.6491651,-0.2848506,372.29853,278.02603,405.82181,485.19977,146,181,1022,930,-1.4596,-18.849,2.0585045,-11.513963,17381,7433,-0.2044,0.2729,-928,-666,-536,-718,0.15582392,1.6905,0.9,7.8,-1.107,-0.87431,0.26566035,-1.035313,0.019,0.017,-1.0193724,1.3018113
3.1889174,-0.63046493,2.938567,-0.65240162,306.66626,277.71376,335.6126,485.60345,175,165,1045,992,-2.1596,19.151,2.0585045,-11.513963,17380,7423,-0.1811,0.3494,-972,-644,-204,349,0.15665387,1.6985,2,11.3,0.87929,-0.87731,0.054414182,-0.80715809,0.019,0.017,-0.99155569,-0.92121485
3.4388902,-0.75020924,3.1401104,-0.87831982,258.4326,278.43827,298.03568,485.32093,180,172,1018,1082,-1.3596,185.15,2.0585045,-11.513963,17401,7443,-0.2564,0.1723,-992,-574,-24,898,0.15661707,1.6963,7.7,19.7,0.86721,1.0684,-0.30359248,-0.67042267,0.039,-0.003,-0.99155569,-0.93502246
3.8092714,-0.88663916,3.4510249,-1.1909358,246.71733,279.27072,291.79963,478.04267,136,120,1027,1641,-0.65961,489.15,2.0585045,-11.513963,17418,7466,-0.3444,0.3725,-964,-680,140,-6427,0.15655577,1.696,0.2,9.3,0.88626,-0.88602,-0.62672727,-0.57973136,0.018,-0.024,-1.0193724,1.0946971
4.1410996,-0.97221043,3.7418297,-1.4823579,249.42457,279.64749,292.16714,460.19876,113,114,1043,1599,1.1404,719.15,2.0585045,-11.513963,17440,7494,-0.3134,0.2234,-56,-768,340,-2532,0.15638439,1.694,0.4,8.3,0.88695,1.0997,-0.88469841,-0.41299376,-0.002,-0.384,0.9973382,1.1085047
4.4145159,-1.0290674,4.0039434,-1.7620861,250.66073,279.59788,289.60832,410.83396,118,136,1062,1524,-0.55961,563.15,2.0585045,-11.513963,17438,7500,-0.3699,0.1713,-540,-708,575,-558,0.15682584,1.698,0,4,0.87344,1.1041,-1.1150637,-0.40744587,0.038,-0.124,-0.963739,-0.82456153
4.6603033,-1.0669453,4.2556415,-2.046695,252.09365,278.35702,284.76274,338.24477,179,210,1739,1207,-2.2596,-112.85,2.0585045,-11.513963,17432,7496,-0.4481,0.1383,-5824,-684,880,-176,0.1572327,1.7123,0,8.7,0.86333,1.0998,-1.0773546,-0.27542457,0.078,-0.164,1.0251549,-0.83836915
4.7980543,-1.0892925,4.4268732,-2.24665,253.15538,275.70608,260.39863,296.07571,235,199,1684,990,0.44039,-404.85,2.0585045,-11.513963,17429,7482,-0.4101,0.0883,-1456,-664,1136,22,0.15786566,1.718,0,15.4,-1.1208,-0.86427,-1.1521093,-0.20898993,0.058,-0.104,-0.97764735,-0.7969463
4.948853,-1.1248587,4.6868262,-2.5623135,232.09496,278.81296,258.8564,294.43006,217,190,1878,960,4.4404,-236.85,2.0585045,-11.513963,17421,7469,-0.3765,0.0393,-392,1008,1103,194,0.15886885,1.7325,0,20.5,-1.1124,-0.85814,-1.190329,-0.17676325,-0.003,-0.045,-1.005464,-0.82456153
5.0692663,-1.1497945,4.918136,-2.8940156,223.70358,331.25763,259.48576,298.21884,215,185,1559,924,5.2404,-150.85,2.0585045,-11.513963,17403,7452,-0.3732,-0.0281,-167,-4872,620,384,0.15996161,1.7455,0,23.1,0.84896,1.0932,-0.95548541,-0.075749688,-0.003,-0.005,-1.005464,-0.82456153
5.1871621,-1.1830223,5.0799331,-3.2246509,225.8594,412.99266,260.75443,298.85405,213,164,1182,934,2.7404,-134.85,2.0585045,-11.513963,17392,7440,-0.4345,-0.0464,44,-2511,-36,580,0.16019223,1.755,0,12.2,0.85132,-0.8776,-1.0831734,-0.10113451,0.017,0.015,-1.0193724,-0.7969463
5.2833184,-1.229547,5.1655536,-3.5160021,231.54323,486.26239,260.91638,299.01023,222,179,1039,929,1.2404,-110.85,2.0585045,-11.513963,17386,7438,-0.4096,-0.0233,301,-356,-384,855,0.16053941,1.7465,0,45.7,-1.102,-0.87584,-1.1870251,-0.21131171,0.017,0.035,-0.97764735,1.1637352
5.3269202,-1.2623816,5.194778,-3.6828671,233.45229,527.40795,261.27522,298.79279,189,149,1260,1272,2.0404,-100.85,2.0585045,-11.513963,17380,7433,-0.4072,-0.0247,608,57,-538,1132,0.16073294,1.752,0,33.9,0.86003,-0.88821,-1.2609076,-0.27639206,-0.003,0.035,-1.0332807,-0.76933107
5.3536597,-1.3181885,5.2122285,-3.9112329,234.51904,533.24974,261.14412,298.4329,137,111,1084,1507,5.8404,-60.849,2.0585045,-11.513963,17378,7427,-0.4409,0.0326,979,224,-612,1217,0.16052653,1.751,0,42.1,0.86963,1.1018,-1.3328603,-0.38547492,-0.024,0.014,-0.963739,1.1223123
5.3546609,-1.3954625,5.1931854,-4.1329421,234.59834,533.26167,260.65502,298.55029,118,111,1172,1488,1.5404,-62.849,2.0585045,-11.513963,17387,7432,-0.4568,0.0222,954,482,-655,890,0.16090105,1.762,0,53.2,0.87994,1.079,-1.4058822,-0.48612206,-0.384,-0.006,0.98342985,-0.67267776
5.3620102,-1.4840594,5.124943,-4.3541171,234.1554,529.68031,267.74186,299.92114,142,184,1330,1430,2.0404,-78.849,2.0585045,-11.513963,17399,7462,-0.3406,0.0756,240,768,-672,286,0.16161616,1.7625,0,64.2,-1.1444,1.0803,-1.4156781,-0.5517645,-0.124,-0.046,1.0251549,1.2327732
5.3357425,-1.5833513,5.0157325,-4.5526078,234.13166,481.60427,297.23986,300.25904,212,222,1616,1031,0.94039,-46.849,2.0585045,-11.513963,17402,7485,-0.2672,0.0329,-368,1166,-664,-108,0.16138142,1.752,0,62.8,-1.1453,1.0708,-1.4409121,-0.61523881,-0.164,-0.046,-1.0332807,-0.92121485
5.2795085,-1.6396145,4.9402356,-4.6533338,234.78385,423.01969,298.35308,300.18935,235,196,1782,906,-2.6596,-42.849,2.0585045,-11.513963,17405,7493,-0.2073,0.0487,-632,1400,-650,-304,0.16097875,1.7535,0,74.3,0.85192,-0.89625,-1.4488814,-0.66469844,-0.104,-0.006,-1.005464,-0.90740723
5.1762994,-1.7134635,4.8426737,-4.761669,235.04172,333.95413,302.72414,300.2708,201,196,1776,898,-1.0596,-32.849,2.0585045,-11.513963,17403,7488,-0.2126,0.0846,-713,1068,-618,-425,0.1616031,1.7605,0,74.9,0.85549,-0.9023,-1.4604123,-0.72434497,-0.045,0.013,-1.0193724,1.2603885
5.0932078,-1.8277276,4.740681,-4.8729001,234.69265,269.67061,364.35197,299.98534,208,181,1297,906,-2.4596,-24.849,2.0585045,-11.513963,17399,7485,-0.3062,0.0785,-748,218,-608,-472,0.1616031,1.771,0,54.6,0.8605,-0.91434,-1.654529,-0.76319454,-0.005,-0.467,1.0112465,1.0808895
5.0145342,-1.9563575,4.6004789,-5.0260153,233.7928,273.88653,431.21033,331.47786,213,162,1155,927,-0.15961,-14.849,2.0585045,-11.513963,17390,7474,-0.2944,0.1044,-768,-206,-610,-500,0.16194332,1.768,6.6,70,-1.1315,-0.90791,-0.98325842,-0.75838054,0.015,0.013,-1.0332807,-0.68648537
4.9303184,-2.1102674,4.4299726,-5.1888562,235.54275,277.9332,464.75827,437.9319,214,162,1154,868,-2.0596,-12.849,2.0585045,-11.513963,17386,7469,-0.2817,0.1346,-724,-362,-661,-492,0.16227181,1.77,2.4,87,-1.1296,1.0438,-0.35174458,-0.70902184,0.035,-0.007,-1.0471891,-0.7969463
4.8675489,-2.2555672,4.3164016,-5.2697381,237.58269,279.52048,471.56379,486.90314,178,128,1086,899,-0.75961,-14.849,2.0585045,-11.513963,17382,7462,-0.3303,0.1466,-686,-426,-677,-468,0.16148567,1.7645,6.1,76,0.87272,-0.9324,0.1234253,-0.66084998,0.035,0.013,-1.0471891,-0.7969463
4.778272,-2.5338971,4.1657729,-5.3288412,234.09748,282.27876,470.89076,492.43503,124,119,1301,888,-0.15961,-8.8493,2.0585045,-11.513963,17378,7460,-0.3667,0.1122,-700,-456,-717,-440,0.16189089,1.7775,1.1,115.4,0.85192,-0.92194,0.32923108,-0.12468059,0.014,0.032,1.0112465,-0.83836915
4.7097713,-2.8740219,4.0304494,-5.3461649,244.84885,283.74117,470.08095,492.50219,123,108,1117,857,0.14039,-6.8493,2.0585045,-11.513963,17369,7449,-0.2706,0.1396,-728,-476,-740,-461,0.16248274,1.781,11.3,123.4,0.87516,-0.91504,0.35764422,0.49698617,-0.006,0.012,1.0112465,-0.7969463
4.6041916,-3.2448676,3.8601627,-5.3546609,281.06321,286.05891,471.08699,493.49516,191,211,1670,865,-5.1596,3.1507,2.0585045,-11.513963,17360,7433,-0.2067,0.1171,-793,-442,-775,-448,0.16130333,1.7665,1.9,132.5,-1.1307,1.0408,0.43294963,0.85786158,-0.046,0.012,-1.0193724,-0.81075392
4.4372689,-3.5847162,3.6234957,-5.342293,315.25919,288.88181,471.19665,492.54723,239,211,1499,841,-14.66,19.151,2.0585045,-11.513963,17369,7431,-0.2799,0.1516,-844,-410,-790,-488,0.16177303,1.776,0,83.9,-1.1335,-0.92186,0.54594327,1.129043,-0.046,0.072,0.98342985,-0.86598438
4.3107581,-3.7545556,3.4494048,-5.3197594,294.5,290.98784,472.11243,490.71215,216,193,1757,846,-4.9596,5.1507,2.0585045,-11.513963,17387,7465,-0.3434,0.1804,-880,-430,-796,-526,0.16143353,1.7705,1,109.3,-1.1328,-0.90815,0.63052871,1.3287484,-0.006,0.092,-0.99155569,1.1361199
4.1176812,-3.8835191,3.2022674,-5.2710351,251.74899,291.52216,472.22051,490.6009,206,198,1563,857,22.24,23.151,2.0585045,-11.513963,17393,7492,-0.4101,0.1669,-878,-466,-808,-545,0.16315875,1.79,0.5,130.3,0.83479,1.0441,0.63879046,1.4995265,0.013,0.091,-1.0193724,1.1085047
3.8931692,-3.8640031,2.9641249,-5.2160216,233.78102,291.05873,472.87765,490.08889,206,171,1348,857,64.74,31.151,2.0585045,-11.513963,17392,7506,-0.4435,0.1602,-888,-505,-808,-574,0.16346547,1.7965,15.6,145.1,0.8571,1.0458,0.92026676,1.6355579,-0.467,0.071,-1.005464,-0.7969463
3.6379955,-3.7719685,2.6972969,-5.1644362,231.37692,290.28436,470.26739,489.54185,245,153,1054,843,97.74,49.151,2.0585045,-11.513963,17385,7502,-0.3916,0.1594,-887,-552,-824,-585,0.16519369,1.8157,5.2,137.7,-1.1262,-0.89572,0.48798738,1.3669821,0.013,0.071,1.0112465,1.1913504
3.387028,-3.7755995,2.3923019,-5.0767688,229.3108,288.99176,436.5605,489.62401,193,155,994,875,86.54,27.151,2.0585045,-11.513963,17380,7496,-0.4438,0.1456,-902,-560,-809,-608,0.16443312,1.8085,7.9,124.9,0.84476,1.0475,0.077839917,0.95401455,-0.007,0.071,-1.005464,1.1361199
3.2302153,-3.8404529,2.1813689,-4.9764857,231.05491,289.00434,369.57177,490.41767,161,130,1100,866,31.64,47.151,2.0585045,-11.513963,17372,7480,-0.4544,0.1387,-909,-583,-823,-620,0.1646226,1.807,10.1,74.4,-1.148,1.0543,-0.26702904,0.65220587,0.013,0.071,1.0112465,-0.7969463
2.9947166,-3.9403796,1.8834972,-4.7704782,237.48132,289.02041,310.88703,490.95481,132,122,1145,880,-14.06,49.151,2.0585045,-11.513963,17362,7458,-0.4475,0.0888,-908,-601,-824,-638,0.16566714,1.8215,10.3,98.4,0.82109,1.0553,-0.56525334,0.36576616,0.032,0.07,0.9973382,-0.90740723
2.7445762,-3.9529198,1.6197897,-4.5368838,247.28484,288.69252,290.24395,488.98789,135,117,1341,847,-29.46,41.151,2.0585045,-11.513963,17355,7441,-0.4936,0.0208,-844,-625,-841,-654,0.16494845,1.8205,1.9,119.2,-1.1476,1.0495,-0.82145511,0.11531021,0.012,0.07,1.0112465,1.0808895
2.5027112,-3.8262626,1.3574282,-4.311276,246.40184,288.77342,289.53071,467.87063,217,170,1848,869,-32.46,49.151,2.0585045,-11.513963,17348,7433,-0.4856,-0.0019,-963,-644,-824,-648,0.16492125,1.8153,16.6,86.5,0.86914,-0.91315,-0.95680458,-0.018060836,0.012,0.07,0.98342985,-0.83836915
2.2796335,-3.6716579,1.0607226,-4.0581141,240.90307,288.21338,289.14503,416.03927,242,160,1816,854,-16.36,47.151,2.0585045,-11.513963,17346,7418,-0.4446,-0.016,-1044,-656,-768,-633,0.16556291,1.825,11.2,127.4,-1.135,1.0498,-1.1232669,-0.15066357,0.072,0.07,0.98342985,1.1913504
2.1348803,-3.5605452,0.85020646,-3.8540095,246.77624,288.17124,285.86667,349.3759,222,139,1716,850,-15.96,37.151,2.0585045,-11.513963,17348,7402,-0.4642,-0.0439,-982,-636,-817,-664,0.16626486,1.832,18.3,97.5,0.86464,1.0552,-1.2727792,-0.31379655,0.092,0.07,1.0251549,-0.72790822
1.9258659,-3.3432779,0.53954283,-3.5135437,249.67536,289.10466,272.90702,298.60244,212,133,1323,869,-36.46,55.151,2.0585045,-11.513963,17357,7402,-0.3933,0.1031,-976,-632,-836,-665,0.16665278,1.8365,15.3,115.7,-1.1079,1.0479,-1.3545177,-0.39752505,0.091,0.07,-1.005464,-0.72790822
1.7081748,-3.0812359,0.25488685,-3.1533923,255.61014,319.80372,259.60034,290.30479,212,134,1185,908,-27.56,65.151,2.0585045,-11.513963,17376,7427,-0.4761,0.0171,-940,-569,-904,-661,0.16701461,1.8375,27.8,89.6,-1.1044,1.0267,-1.3961183,-0.42686525,0.071,0.069,-0.99155569,1.1223123
1.4219145,-2.766754,0.0073406516,-2.8095607,260.48233,399.81576,261.87755,294.48379,227,151,1013,914,-17.76,33.151,2.0585045,-11.513963,17383,7454,-0.4177,0.1484,704,-639,-908,-624,0.16668056,1.8445,16.7,99.1,0.88018,1.016,-0.90063046,-0.52596503,0.071,0.069,-0.99155569,-0.71410061
1.0389534,-2.3935249,-0.22562056,-2.5058252,260.24553,477.55363,262.14509,294.84974,185,119,1054,1371,-16.06,3.1507,2.0585045,-11.513963,17381,7467,-0.4398,0.0991,-5614,-714,-896,-624,0.16563147,1.8375,22.2,92.7,0.89184,-0.95062,-0.49150989,-0.67002213,0.071,0.069,0.98342985,1.2741961
0.77460155,-2.1210973,-0.39073765,-2.305513,257.12545,528.88656,261.66319,294.6894,144,103,1089,1612,-14.56,-30.849,2.0585045,-11.513963,17377,7468,-0.4464,0.1553,-2852,-685,-896,-669,0.16632017,1.8495,12,80.3,0.91813,-0.95251,-0.14139846,-0.82261949,0.071,0.049,-1.005464,-0.94883008
0.38332534,-1.6927556,-0.66529728,-1.9677719,258.1593,534.56148,262.03628,294.52619,124,86,1145,1552,-12.96,-40.849,2.0585045,-11.513963,17370,7457,-0.4473,0.1116,-696,-671,-286,-808,0.16601644,1.8465,23.8,64.6,0.89861,-0.9648,0.083686648,-0.95570011,0.07,-0.251,-1.0193724,-0.89359961
-0.027789729,-1.2659055,-0.97216542,-1.595001,271.32008,536.40909,262.21342,294.46183,136,99,1436,1435,-11.86,-74.849,2.0585045,-11.513963,17363,7443,-0.4105,0.1606,-280,-647,1104,-728,0.16632017,1.8535,5.8,109.1,0.90121,0.99864,0.37098381,-1.0830961,0.07,0.008,-1.0332807,1.2880037
-0.4622698,-0.84774664,-1.2950209,-1.2305673,281.8695,531.49414,266.57092,294.23913,243,129,1664,997,-8.5596,-76.849,2.0585045,-11.513963,17348,7420,-0.3803,0.1479,-89,671,-5604,-752,0.16632017,1.8575,14.9,118.3,-1.0968,-0.96923,0.52697301,-1.1824356,0.07,0.008,0.98342985,-0.7969463
-0.92037752,-0.44100672,-1.6200017,-0.89590569,285.8003,482.37197,289.80316,294.43758,232,119,1601,985,-6.6596,-66.849,2.0585045,-11.513963,17340,7400,-0.3601,0.1263,158,-1933,-3632,-712,0.16687526,1.8705,2.3,97.6,0.89226,-0.97486,0.69877923,-1.2444531,0.07,-0.012,0.98342985,1.2603885
-1.2322621,-0.18515104,-1.8399274,-0.68961487,281.72458,417.45217,295.05192,294.77691,212,107,1495,940,-4.6596,-84.849,2.0585045,-11.513963,17340,7386,-0.2695,0.1668,457,-4502,-998,-460,0.16659725,1.8665,8.1,105.8,-1.0918,-0.9701,0.81978373,-1.2353737,0.07,0.008,0.9973382,1.1913504
-1.7014717,0.17335788,-2.1749562,-0.38680042,268.2569,344.63846,307.62734,294.9147,211,105,1141,887,-4.3596,-64.849,2.0585045,-11.513963,17346,7383,-0.2864,0.1603,854,-597,-354,1074,0.16435204,1.8412,14.5,88.1,-1.0924,0.98697,0.9410974,-1.2658524,0.07,0.028,-1.0193724,1.1499275
-2.166925,0.50517945,-2.4994282,-0.044458268,260.60469,280.29825,367.57241,295.53533,247,129,941,930,-4.6596,-52.849,2.0585045,-11.513963,17351,7388,-0.3185,0.1724,1076,-88,-198,-4555,0.16554921,1.8515,20.1,68.1,0.88716,-0.97221,0.96246736,-1.3086354,0.069,0.067,-1.0471891,-0.7969463
-2.6091276,0.80314,-2.7795151,0.3434569,259.07787,273.29911,436.37405,331.27158,208,149,976,1077,-0.95961,-40.849,2.0585045,-11.513963,17367,7404,-0.4071,0.1946,721,172,-55,-4415,0.16620959,1.85,19.2,42.1,-1.088,-0.9564,0.47353116,-1.3606328,0.069,0.027,-1.0471891,-0.86598438
-3.0154982,1.0636341,-3.0230213,0.73455643,262.59883,278.64144,469.07874,435.54035,159,114,862,1531,-0.95961,-50.849,2.0585045,-11.513963,17380,7425,-0.4365,0.1806,-116,362,134,-1319,0.16549441,1.841,26.2,59.4,0.87755,0.98958,-0.0086499663,-1.4028802,0.069,0.007,0.9695215,-0.86598438
-3.2690255,1.215229,-3.1815323,0.98832723,254.80742,276.71232,479.24747,482.96053,135,107,934,1558,-0.75961,-48.849,2.0585045,-11.513963,17388,7451,-0.4288,0.1827,-548,618,353,-296,0.16516641,1.8275,31.6,83.3,0.92542,-0.9772,-0.50584193,-1.4550195,0.049,0.007,-1.0193724,-0.879792
-3.628377,1.4212546,-3.4165349,1.350843,257.2641,275.69846,480.48466,488.05496,127,131,894,1537,0.14039,-36.849,2.0585045,-11.513963,17389,7463,-0.4806,0.1359,-694,994,630,-50,0.16590626,1.8325,55.9,54.4,0.90965,0.99042,-0.84041091,-1.4950854,-0.251,-0.013,-1.0471891,1.1361199
-3.9597243,1.6044598,-3.6665947,1.6751988,287.72619,277.994,480.6061,491.05771,167,206,947,1235,-0.95961,-30.849,2.0585045,-11.513963,17383,7471,-0.4722,0.1671,-748,1294,928,104,0.16513913,1.829,35.5,83.9,-1.1145,-0.96171,-1.0552106,-1.5116169,0.008,-0.034,0.9695215,1.1361199
-4.2753218,1.7334124,-3.9358127,1.9622371,394.73477,278.05101,480.75091,491.40568,210,197,925,1003,3.1404,-26.849,2.0585045,-11.513963,17378,7466,-0.5348,0.1692,-788,1186,1039,284,0.16377334,1.8135,47.2,67.5,0.88681,0.99259,-1.2430295,-1.51766,0.008,-0.054,-1.0332807,1.0946971
-4.5488982,1.8026899,-4.1824183,2.2295004,496.88507,278.1902,481.91637,491.34768,194,194,905,975,2.2404,-14.849,2.0585045,-11.513963,17375,7460,-0.5061,0.0444,-799,396,814,471,0.16359918,1.822,33.5,66.5,0.87794,-0.97517,-1.3433805,-1.5129646,-0.012,-0.054,1.0112465,-0.879792
-4.6940642,1.8322676,-4.324619,2.4014448,511.0949,280.48051,481.50071,491.91844,161,189,1014,975,6.1404,-12.849,2.0585045,-11.513963,17367,7454,-0.4228,-0.0205,-745,-112,200,704,0.16274717,1.802,37.2,55,0.89923,0.98681,-1.4399381,-1.5094721,0.008,-0.094,-1.0193724,1.2603885
-4.885072,1.862467,-4.5214522,2.6558656,509.85512,281.23408,480.47956,492.50111,166,173,978,971,6.8404,-24.849,2.0585045,-11.513963,17364,7452,-0.4826,0.065,-716,-316,-276,967,0.16325198,1.8085,26.3,68.3,-1.1099,-0.9628,-1.5053509,-1.5154887,0.028,-0.334,-1.0332807,-0.83836915
-5.0408038,1.881846,-4.7229069,2.9181008,505.39681,281.20075,471.94874,493.45558,201,176,982,946,5.4404,-20.849,2.0585045,-11.513963,17367,7458,-0.4169,0.0513,-719,-405,-504,1124,0.16306563,1.7985,68.8,45.6,-1.1065,-0.96657,-1.5492493,-1.5233583,0.067,-0.175,1.0112465,1.2741961
-5.1320486,1.9023399,-4.9354978,3.1954449,439.81013,281.6586,428.49827,493.31373,166,151,997,1217,3.9404,-6.8493,2.0585045,-11.513963,17375,7456,-0.413,0.0524,-780,-426,-601,996,0.16307893,1.7995,73.7,44.5,-1.1471,1.0076,-1.0279647,-1.5408761,0.027,-0.095,-1.0332807,1.1223123
-5.193862,1.9114141,-5.1254419,3.4906897,365.40187,282.95031,360.95218,493.31678,124,127,1011,1543,5.7404,-16.849,2.0585045,-11.513963,17376,7453,-0.4492,0.0325,-828,-420,-660,462,0.16307893,1.7995,44.3,32.8,0.88007,-0.97644,-0.49645967,-1.4800294,0.007,-0.175,0.9695215,1.1223123
-5.2368342,1.9214866,-5.2137506,3.6926447,311.12679,283.81363,308.11772,492.56948,112,121,921,1575,5.7404,-16.849,2.0585045,-11.513963,17385,7466,-0.4082,0.0578,-860,-384,-680,-18,0.16307893,1.7995,43.6,29.5,-1.1512,-0.97263,-0.02842357,-1.2884087,0.007,-0.096,0.98342985,-0.82456153
-5.2928795,1.9515718,-5.2693085,3.9721125,265.42747,284.18162,288.17425,492.02638,119,185,925,1503,3.9404,-4.8493,2.0585045,-11.513963,17396,7474,-0.472,0.072,-882,-360,-676,-318,0.16177303,1.7885,23.2,66.9,-1.1584,-0.96653,0.23384099,-1.2462606,-0.013,-0.076,-1.005464,1.2327732
-5.3210741,1.9785389,-5.2577905,4.1949175,255.1205,284.02766,286.10785,486.24831,121,216,888,1073,0.84039,-14.849,2.0585045,-11.513963,17406,7479,-0.4713,0.0536,-908,-372,-652,-468,0.16246954,1.7907,47.8,60,-1.1559,1.0001,0.39774392,-1.2403833,-0.034,-0.036,-1.0332807,1.0670818
-5.3096495,2.0024799,-5.2120635,4.3769549,258.92496,285.39809,284.00452,467.08508,160,196,820,985,-1.7596,-10.849,2.0585045,-11.513963,17408,7491,-0.407,0.0374,-905,-413,-636,-533,0.16326531,1.807,56.4,65.9,-1.1311,1.0019,0.69820042,-1.0998421,-0.054,0.003,-1.0332807,-0.70029299
